,x,y
196,15.401228,-5.666287
197,15.478826,-5.779206
198,12.522852,-4.669805
199,3.9719207,-1.1989938
200,13.760712,-9.133587
201,15.695524,-5.6867213
202,15.814264,-4.919976
203,11.486195,2.226756
204,2.6082165,-7.052848
205,3.5003693,-7.177127
206,-7.6656656,-4.0901847
207,-21.087803,5.3323026
208,-5.055094,2.9787726
209,-1.7998337,-8.058911
210,13.31924,-6.7862835
211,13.06389,-6.230559
212,8.563711,-9.517936
213,14.290695,-5.54013
214,-2.5759287,-11.520595
215,-1.34213,-3.7260199
216,-10.367585,-1.2644185
217,-1.2001306,-12.844154
218,-1.1487213,-11.179738
219,-3.2264855,-15.384622
220,-10.550707,-11.386445
221,-9.191987,-8.037726
222,-13.133182,-8.213311
223,-16.188925,10.52895
224,-19.697565,0.31792235
225,5.5570703,-5.590573
226,5.900925,-5.701934
227,5.5070887,-5.524757
228,6.093199,-5.6070743
229,1.881526,-1.6374855
230,4.8563056,-5.7546525
231,5.697969,-5.5765686
232,5.2870855,-5.570455
233,5.787578,-5.6498394
234,2.99704,-2.378874
235,5.7201,-5.5924163
236,5.879242,-5.5679317
237,5.136515,-5.2525826
238,5.9892473,-5.554366
239,5.9403915,-5.6214747
240,-18.831795,-7.1858315
241,5.838688,-5.507486
242,6.1362467,-5.407523
243,14.5201025,-5.078408
244,14.432923,-5.2370443
245,14.600531,-8.118717
246,-23.89976,-8.834987
247,14.460708,-5.132029
248,14.465633,-4.8043776
249,14.475237,-5.1046433
250,-0.19988477,6.1792107
251,14.65523,-8.229415
252,14.525543,-5.161122
253,15.110613,-6.1171865
254,-10.500159,3.0708115
255,-4.334494,-3.6572871
256,-16.336302,-7.8104677
257,14.529368,-5.168236
258,0.9263206,-13.373805
259,0.835234,-1.774813
260,-1.0241586,-6.451667
261,-16.393167,-1.1377784
262,-12.414854,6.3333516
263,-0.30029064,6.239234
264,-4.8741302,10.256237
265,-4.796374,18.186935
266,-0.3517662,5.9338655
267,1.2929455,-9.706511
268,-7.0065923,-1.6160206
269,1.7050663,9.316487
270,-6.2673106,2.0552218
271,-8.558748,-17.462532
272,-12.263923,-5.925976
273,10.587981,9.667506
274,5.7660108,11.450254
275,8.15454,9.646797
276,1.5813146,-9.744513
277,8.616427,9.610551
278,8.269716,3.2674284
279,10.415397,-6.486484
280,3.024965,-2.4502249
281,-0.5168232,2.7433438
282,-5.863876,-6.014957
283,-14.152508,0.54417473
284,-13.702539,0.51932
285,7.5865545,-3.0602741
286,1.6929857,6.890956
287,18.922876,0.99839705
288,2.083257,-11.8882265
289,2.0231516,-11.86927
290,19.412926,-6.3474994
291,1.0048294,-7.6304846
292,3.0041788,12.118421
293,0.59266055,-8.974802
294,2.4069116,-11.8343935
295,1.4286811,-22.01871
296,-16.622562,-5.7579837
297,3.860512,-11.786707
298,-19.39626,-1.190561
299,-20.47065,-1.8930527
300,14.642076,1.4214466
301,2.708539,-0.11679217
302,-12.485898,-17.61018
303,-1.9764338,5.620094
304,9.759808,-8.838169
305,-7.4041057,-5.685226
306,-7.38698,-9.748268
307,7.617637,10.09038
308,3.219917,-14.523577
309,8.713218,8.775109
310,-5.816014,-16.308882
311,4.979509,-0.32555333
312,1.5569632,-10.033293
313,4.408082,0.5339517
314,-0.8129427,-19.65099
315,-15.466997,-7.5448775
316,22.137667,7.0356994
317,-9.093073,1.1316502
318,-4.5603266,0.43407375
319,1.705061,9.316457
320,5.906674,-0.14068834
321,1.2610859,-1.4044857
322,-4.401521,5.506479
323,-6.0948653,2.1959243
324,3.832321,-1.3876653
325,16.304356,1.2993215
326,18.968567,6.358017
327,3.1956086,-0.5724524
328,-13.074341,-8.065425
329,-19.388077,-1.180258
330,-8.719665,-4.6881905
331,-14.557606,-6.3989964
332,9.770695,9.223177
333,-14.361206,-4.3944945
334,-11.307986,-3.2023497
335,2.80863,-10.614484
336,17.469929,10.18752
337,2.750329,-10.572113
338,-15.835585,-10.818726
339,-2.026227,-14.187607
340,2.8229856,-10.606893
341,2.8479986,-10.610066
342,-7.244162,-17.586327
343,17.495306,10.185896
344,2.8384604,-10.481761
345,2.0817335,-3.7069635
346,9.875011,7.386242
347,-5.7861643,1.7402155
348,2.9266155,-10.612551
349,2.8238628,-10.617702
350,-15.671476,9.140173
351,16.109888,-6.129023
352,6.7426214,-12.124174
353,8.388236,-4.5974345
354,5.163543,6.0718417
355,8.1999235,-3.766519
356,6.8029075,-4.637675
357,15.840687,-7.0486393
358,15.917083,-6.8177586
359,5.9298472,-4.065874
360,1.9604341,-8.670051
361,8.402166,1.6363302
362,22.448877,6.6428423
363,9.0959,-6.956835
364,-4.0381484,-1.0480535
365,9.2788725,2.2236779
366,-9.697887,-7.8367486
367,-13.112479,-4.447918
368,1.0433837,-18.168571
369,-20.735352,5.9987493
370,-20.009727,-6.4461117
371,-18.853928,-11.891941
372,10.118337,14.2199
373,-17.111246,12.968034
374,-6.162984,-17.433924
375,-5.5871696,-16.371103
376,-5.4675508,-16.451828
377,-3.1697142,5.055993
378,-6.8313007,7.5606723
379,-16.695227,12.072996
380,-11.146901,-8.610114
381,-23.31018,1.7371264
382,-12.961594,0.46272364
383,-9.172438,-5.313277
384,-3.669352,-4.0860767
385,-10.666055,-7.0104427
386,-3.7191718,3.0936928
387,-14.823134,-14.343905
388,-14.719233,-2.141179
389,1.5144532,11.767779
390,-0.57498175,9.050166
391,-6.2450542,-0.6544626
392,13.934499,16.220875
393,1.1816958,11.785435
394,7.947421,13.43505
395,1.3797146,-1.2629058
396,-7.1432114,-1.5221143
397,-9.172896,-5.3136034
398,-5.6267047,7.226264
399,6.585553,-5.2071714
400,-11.708139,9.6086035
401,-11.738226,9.32645
402,-11.443014,8.688136
403,-11.781199,9.354944
404,-5.7904105,4.4894834
405,-11.801017,9.306206
406,-11.757232,9.39943
407,-11.293175,8.912744
408,-12.313712,9.39255
409,-11.629306,9.455611
410,-5.974275,-11.102932
411,-11.546512,9.048934
412,-11.778268,9.489139
413,-11.498142,10.285002
414,-11.574714,-2.9631808
415,-10.915042,9.482671
416,-12.154614,9.0307865
417,-11.516946,9.662009
418,-22.310934,2.7375762
419,-11.497158,10.047522
420,-23.638552,-3.3506937
421,7.5224156,-12.513311
422,2.6687496,0.2992524
423,0.73858595,4.0657864
424,14.140526,-5.7649784
425,7.8536897,-9.688691
426,7.4104233,-10.453483
427,7.8666115,-11.085234
428,10.757118,-10.873008
429,10.0741625,-10.778632
430,9.5410795,-7.7838683
431,7.981541,-10.913636
432,8.590155,-9.804256
433,14.879773,-7.9820027
434,-2.0530517,-4.5604763
435,7.8698316,-11.178445
436,7.8793283,-10.567368
437,7.3687453,-9.716018
438,7.870521,-10.306093
439,7.823687,-11.1836195
440,7.977865,-10.718861
441,9.508744,-10.553487
442,7.4747477,-10.419583
443,8.029268,-10.346258
444,7.998898,-3.6814678
445,6.902584,-3.5424662
446,7.185256,-4.6312547
447,7.705703,-4.35141
448,8.461982,-4.4038014
449,6.161789,-4.520507
450,-7.96082,-6.1662025
451,7.1790457,-3.2816412
452,10.165171,1.3463905
453,6.7721596,-4.912852
454,5.5947385,-4.078882
455,3.5041656,-1.5885513
456,-14.98365,8.869526
457,-6.224952,-7.2863135
458,7.0841055,-4.07184
459,7.170454,-3.5633788
460,6.9672403,-4.9825096
461,7.0070205,-5.0570717
462,7.991638,-2.4068666
463,7.9079337,-4.202112
464,14.392203,-6.297132
465,14.537689,-5.1763654
466,4.2705655,7.0660224
467,6.093733,7.5074477
468,3.2558265,6.013166
469,-9.79831,-8.9580555
470,7.516609,7.131096
471,3.3381658,5.7705727
472,6.2736416,4.4924912
473,6.461967,4.462622
474,-15.961039,-2.9028437
475,7.047989,7.417549
476,-6.2671194,2.055231
477,-2.927383,-4.3981295
478,-9.023625,2.8624873
479,-20.95979,5.954048
480,6.5113196,7.2451253
481,7.1392136,7.524107
482,-16.892048,-4.8802032
483,7.2533183,7.435778
484,16.358053,6.92624
485,7.2147217,8.039849
486,7.116067,-5.3574467
487,7.2682037,-5.768838
488,6.962211,-6.271566
489,8.267162,-6.087061
490,8.296043,-6.278671
491,7.5585933,-6.0529923
492,-9.158512,-9.49266
493,6.2659516,-3.109681
494,-9.645183,-18.850597
495,-16.188732,10.529053
496,7.0354276,-7.5507836
497,7.365297,-5.3586636
498,7.3995657,-5.5194464
499,7.8676133,-6.749901
500,7.97485,-6.2402673
501,7.2864227,-8.750689
502,8.437455,-6.221943
503,7.5832453,-5.6360345
504,8.407638,-6.2901654
505,7.5544057,-5.382413
506,-17.357794,5.0560746
507,8.692594,-18.51531
508,3.138038,-6.5150194
509,8.487348,19.614712
510,10.99708,13.16042
511,-4.523044,16.210314
512,4.036358,9.078426
513,-23.88771,-8.776864
514,6.0946164,15.877863
515,3.7772586,16.572287
516,3.4122677,15.840482
517,-3.967846,18.182985
518,-4.1710453,16.27923
519,9.765972,-12.492025
520,-9.686812,3.0310767
521,1.4475203,-0.07695519
522,-9.071442,-3.887701
523,-13.083998,-2.834953
524,-19.332739,-1.0968616
525,5.6297717,-1.2427444
526,5.9304695,-0.2544936
527,4.502486,-0.84322816
528,5.6238627,-0.5171523
529,7.147144,-0.8773036
530,8.449975,-1.3714093
531,8.024751,-1.2347943
532,7.582642,-1.0050273
533,4.5379353,-0.7234903
534,5.689004,-0.80190206
535,4.1633387,-0.6675109
536,4.295192,-0.6524314
537,4.978116,-0.7497267
538,5.889672,0.11287432
539,-0.6813523,0.89266056
540,5.9659567,-0.2534901
541,-6.3960414,-0.062261403
542,4.4403687,-0.29996812
543,5.8552256,-1.4410726
544,7.988414,-1.3702335
545,7.0883465,1.4018768
546,7.562232,1.1745543
547,6.5567737,0.41127837
548,6.5324535,0.925014
549,8.513367,1.652993
550,8.47946,0.047799118
551,8.54695,1.5523055
552,8.078404,1.1723497
553,6.871149,1.062672
554,8.563111,1.4309077
555,6.479816,0.80354995
556,8.516122,1.5033548
557,8.756562,1.7906535
558,8.050751,0.89652616
559,-9.3842535,-2.9591281
560,8.324404,0.38205335
561,6.5304394,0.4149506
562,9.030103,1.3751707
563,8.137289,0.87827647
564,6.8825774,2.0083928
565,12.914752,-4.1482034
566,13.853058,-2.8874283
567,13.947217,-3.3064141
568,13.290761,-3.684593
569,13.487332,-3.1521797
570,12.871498,-4.541012
571,13.502753,-4.0948596
572,-12.868315,-11.657172
573,13.828351,-3.3687785
574,1.7844198,-11.319215
575,14.680837,-4.689906
576,13.281245,-2.68791
577,-7.107308,-1.6923445
578,-14.806614,-2.1570296
579,-7.2564993,-3.1889753
580,-19.045902,-1.4723517
581,13.370561,-3.0696049
582,13.743573,-3.2048287
583,13.823348,-2.8946795
584,13.789885,-3.245459
585,16.351236,-12.585354
586,16.65231,-12.480206
587,16.497288,-12.72829
588,16.37735,-12.61629
589,16.245506,-12.832534
590,21.05324,-1.8291271
591,16.26372,-11.474953
592,16.76579,-12.542173
593,17.221046,-11.253781
594,16.315424,-12.908222
595,15.412107,-11.139494
596,16.27888,-12.695407
597,16.283413,-12.358936
598,2.0056267,-0.7014294
599,16.335466,-10.494044
600,16.830368,-12.291281
601,16.621695,-11.379655
602,17.305115,-11.362926
603,17.252956,-11.486594
604,17.701801,-10.908197
605,-2.2817256,-3.7477174
606,2.635986,-1.431848
607,-6.3226185,-6.9301586
608,1.675595,9.363998
609,-10.483354,-2.9250429
610,-3.9876053,6.0777106
611,5.803057,-4.3559856
612,12.746062,10.663492
613,-7.190962,-7.3757505
614,12.800528,-8.8442335
615,13.606483,-7.3837633
616,11.277091,-6.423651
617,13.72145,-6.9567194
618,-6.9547563,-1.418925
619,16.652145,-3.2122846
620,14.421002,-5.0711303
621,10.350171,-6.608145
622,12.725817,-6.8127856
623,12.085645,-6.7366915
624,12.863554,-6.7799735
625,12.921053,-7.0344324
626,12.317755,-7.2656283
627,13.915437,-7.684218
628,10.28598,-7.493754
629,2.7461355,5.2052207
630,10.052597,-5.5678186
631,-5.007962,-9.6329
632,9.7179165,-5.7006536
633,5.4405284,-3.3140445
634,6.4640436,-3.4331012
635,0.9998463,-7.4833264
636,15.294688,-5.6346765
637,9.233733,-5.3688726
638,4.805019,-6.927531
639,11.030184,-8.310859
640,9.684153,-7.649097
641,10.593071,-6.6416025
642,-10.63745,-17.39227
643,0.6749657,-2.5075862
644,-0.23889798,4.995214
645,-18.87185,-7.2152214
646,13.587161,-8.023866
647,17.083158,-3.5503626
648,4.193558,-11.4788
649,4.5541263,-8.945269
650,1.969642,-18.128807
651,13.166903,-9.159929
652,13.297402,-8.232402
653,13.432643,-9.196448
654,1.3265312,-5.375534
655,1.8331559,1.1973187
656,3.221729,1.8386879
657,2.8717413,1.2855028
658,-7.455822,1.1289263
659,2.9842658,1.111413
660,2.4887285,0.6288426
661,3.7052028,-5.043537
662,3.5584593,1.6878378
663,3.0905948,2.05284
664,2.5923405,0.7412352
665,3.2058032,0.9916007
666,2.9489841,1.8028916
667,2.4538107,-0.6963454
668,-2.3109887,-2.7785652
669,2.4942205,1.3695577
670,1.8143721,1.2703383
671,3.6199548,1.4224013
672,3.3527997,1.8078144
673,3.2635725,1.0977246
674,3.2230608,1.2884902
675,15.239708,4.1027093
676,14.821714,4.2449417
677,15.476119,4.0238132
678,15.016652,4.181342
679,14.718187,4.139133
680,15.6580105,4.0248623
681,15.217561,4.126358
682,15.458602,4.0891175
683,15.529144,4.05347
684,15.217743,4.1284585
685,15.024395,4.1839557
686,15.801637,4.3492966
687,15.513251,4.0418434
688,16.30404,3.831963
689,15.296014,4.060132
690,14.036888,2.8004553
691,15.450612,3.580052
692,16.368994,4.4972343
693,15.797055,3.8715787
694,15.481495,4.67571
695,0.89513135,2.5262415
696,1.8344145,-0.19388841
697,-4.910536,-0.22552389
698,1.6890019,1.3689318
699,1.3290117,1.5353665
700,1.1104798,1.0306947
701,1.1668428,1.8928972
702,1.6753873,-0.44143984
703,1.8006101,-11.279778
704,7.9895577,-6.8225193
705,1.5960919,-2.5590844
706,1.6850357,-2.6576128
707,2.1061342,1.0906553
708,0.55698407,-2.8989825
709,3.7267745,-6.422107
710,1.9835576,1.0416176
711,1.8555897,1.4100164
712,1.9114631,2.1513982
713,10.286321,0.24136043
714,1.0333488,2.1279047
715,1.4236197,-2.7077422
716,4.4409046,-7.333079
717,2.084774,-6.244587
718,2.148805,-6.723096
719,2.4485722,-6.928902
720,1.6048765,-5.849266
721,2.1435423,-6.4395556
722,-16.051952,-1.9008721
723,2.2672703,-6.374798
724,3.2724576,-17.88193
725,-4.0915837,1.7391958
726,-10.70589,5.073107
727,4.253657,-7.4490743
728,2.6541638,-7.29926
729,-5.5998516,2.3696446
730,-0.90749836,-3.718329
731,-0.9911704,-6.3267407
732,0.04757295,-1.0138489
733,2.6079202,-0.32025215
734,1.2735642,-3.470568
735,-13.9333515,-7.4970946
736,-9.631137,-18.967697
737,-0.96873134,0.9685649
738,10.706924,1.8276954
739,-16.34543,-4.9376783
740,16.189594,9.575369
741,10.863884,7.4243827
742,9.544119,-0.98727924
743,8.539732,9.763011
744,10.8377905,9.797092
745,9.668296,9.468224
746,10.29657,10.807745
747,7.237187,8.883623
748,7.9518924,5.931478
749,3.4062958,-12.877177
750,4.150527,-12.375847
751,8.428965,7.5337605
752,19.493015,3.9509525
753,10.72655,6.449917
754,6.1063447,10.03403
755,12.565407,11.642874
756,10.769802,7.2740536
757,12.758304,11.898434
758,15.377983,9.211773
759,10.928609,9.482944
760,-7.858455,-5.1052566
761,8.702737,9.217708
762,8.483308,9.812276
763,8.421004,8.710631
764,7.0970592,11.443658
765,9.507143,9.736241
766,8.095271,8.483401
767,8.71452,12.440544
768,9.306912,8.781792
769,-11.904984,1.4565669
770,9.410238,8.689443
771,6.476819,9.575204
772,10.685732,12.173917
773,6.277755,-4.9680877
774,-13.349478,1.127794
775,-4.992097,5.3027334
776,-4.1143513,-9.362375
777,-15.768234,-2.0205193
778,-3.6326177,-7.269038
779,10.203544,-18.659384
780,-4.3945003,16.80476
781,0.5905865,-6.9397564
782,3.876382,-3.4361935
783,3.470419,-3.178712
784,2.328712,-3.297933
785,12.01979,-6.4055195
786,8.564124,-17.134987
787,9.72101,-16.329407
788,9.784867,-16.87299
789,9.509452,-15.789416
790,6.5908933,-10.208905
791,2.6210563,-5.592001
792,10.392973,-10.112955
793,1.1705004,-1.7468591
794,-2.763221,-7.839917
795,11.00802,1.2778
796,13.006649,-7.0224147
797,17.093647,-6.696307
798,16.654484,-6.5108905
799,17.38764,-7.0533814
800,18.149832,-6.8933773
801,17.385674,-6.6017075
802,17.354048,-6.5327125
803,16.629686,-6.4851584
804,17.1696,-6.306661
805,15.97613,-5.9125843
806,17.268953,-7.5858
807,10.384109,2.3137965
808,17.372906,-6.8362575
809,17.149754,-6.877331
810,16.661325,-7.1656675
811,16.727163,-6.527936
812,17.035198,-7.1219034
813,17.22834,-6.242319
814,18.225948,-6.881271
815,17.964344,-7.25095
816,17.270746,-6.714398
817,-9.632155,-18.996641
818,-1.472573,-7.2144437
819,-12.58636,-5.8533554
820,4.0028296,-5.549571
821,5.8668885,-2.3790884
822,6.5688396,-0.54756856
823,-5.1630697,-17.28784
824,-5.592757,-15.118408
825,13.467065,9.542475
826,14.831851,8.381358
827,-16.238598,-16.27889
828,15.345867,4.830061
829,-3.1246428,4.770236
830,-1.3634797,-9.914973
831,-0.16215649,13.382997
832,-6.6437364,9.100967
833,-7.0670304,8.721235
834,0.9801826,10.513877
835,-6.7497754,0.7401891
836,-13.33181,-8.247888
837,-2.6783895,-2.3222535
838,13.583229,-9.709847
839,12.705919,-8.823149
840,12.16226,-8.553212
841,13.559884,-9.639588
842,13.344107,-7.844723
843,19.935804,1.9437397
844,12.836296,-7.412467
845,14.776727,-9.352394
846,-5.1097155,0.60118264
847,12.722237,-7.861288
848,12.293135,-8.413261
849,13.507878,-8.130873
850,14.477432,-8.17669
851,13.548135,-9.853954
852,14.685957,-9.02408
853,13.078744,-7.5981026
854,13.4945545,-9.738062
855,14.58128,-8.195488
856,-15.397429,-19.09546
857,9.748368,-3.0613294
858,-23.89976,-8.834987
859,-7.4701247,-5.5329003
860,10.485493,-2.8420365
861,-11.906988,-8.787921
862,-10.763044,-9.356941
863,-0.96783054,-3.8623683
864,-19.561874,-1.5399783
865,14.288493,-5.0217686
866,14.75349,-5.0788507
867,4.6067367,-16.927769
868,-3.635371,16.34626
869,-1.3696445,13.336459
870,-4.8358984,16.959167
871,-10.397193,12.026433
872,11.175282,10.281317
873,-5.587856,0.9297448
874,3.1285589,-20.441196
875,2.9761207,-20.648188
876,11.118449,-5.7876797
877,2.785339,-20.77778
878,1.5591754,2.8838496
879,2.9827538,-2.7070265
880,1.6646001,0.6196051
881,-21.464964,-6.8425183
882,3.2431586,1.8097821
883,1.7114356,0.37950176
884,1.9050443,1.0420696
885,1.5652719,1.3165257
886,-4.4467573,-3.5729043
887,-16.007774,-0.8635138
888,12.906975,-7.1070065
889,12.364853,-6.892927
890,11.643437,-8.209372
891,13.315822,-5.4926214
892,12.953903,-9.414117
893,9.787356,-6.1084943
894,13.994962,-5.6456437
895,11.695293,-6.9158616
896,11.317649,-7.5584393
897,11.566082,-7.259666
898,12.770179,-6.4471664
899,10.946004,-6.747633
900,-4.5932093,-0.39115235
901,-5.5278573,-9.689037
902,12.319172,-7.8036094
903,11.051069,-6.9483576
904,0.15284623,-4.517972
905,1.2356737,-6.417824
906,1.8286442,-17.10702
907,-3.456826,-5.282741
908,8.179059,-11.762403
909,8.389821,-12.081521
910,1.1902795,-2.3116386
911,16.41018,3.8787498
912,9.092223,-11.0514
913,6.3851714,-10.727316
914,8.541403,-4.2993164
915,14.63365,-8.3538265
916,14.987215,-8.044643
917,14.650523,-8.4302845
918,15.59946,0.0098263845
919,-3.4577765,-5.2813807
920,4.8776355,3.2611604
921,-6.2675385,2.0561817
922,7.585349,10.453678
923,12.394137,12.3320875
924,11.634323,14.362791
925,7.897733,11.810641
926,-0.2406588,13.232281
927,-4.090252,14.841019
928,-0.3148335,13.3702135
929,-1.6059794,10.799498
930,-5.013049,11.958625
931,-8.808893,9.468818
932,7.7151203,-2.2964318
933,-6.80918,-5.3084817
934,-0.29854986,13.334833
935,0.632388,12.979823
936,-14.043029,9.763823
937,-4.8997684,12.544551
938,-2.973153,8.37299
939,0.4518666,-13.461297
940,10.184097,2.2236319
941,-4.787083,3.858023
942,-15.819801,-2.8481073
943,-4.8842034,15.764223
944,-10.859228,-3.9371157
945,-6.83504,20.265257
946,6.0594306,0.0013754574
947,5.4300237,-0.16813888
948,-3.432532,1.1279806
949,4.9801855,-0.18662745
950,5.474007,0.35813498
951,7.217222,-0.78190416
952,4.959235,-0.61964697
953,5.8441796,0.8285232
954,-19.494307,3.7560544
955,4.021406,-0.78375167
956,5.1831822,-0.49345657
957,3.8398607,0.13713454
958,7.282733,-0.45330876
959,-7.292367,0.53559864
960,3.6961994,-0.63633287
961,8.678003,-1.2683436
962,3.124571,-0.33783382
963,5.5991964,-0.32381493
964,2.8767056,-0.9794098
965,5.3283896,-0.31941536
966,8.56981,19.625113
967,8.031361,19.31166
968,7.1657677,12.865492
969,8.008544,19.44302
970,6.9563518,20.195648
971,-6.3319926,-18.90603
972,8.12036,15.905586
973,-11.486332,-10.986646
974,-23.895678,-8.827876
975,-5.5808024,6.2600417
976,-17.265236,0.9392244
977,-6.8750134,-8.746004
978,-8.269963,7.258465
979,-8.075324,6.999711
980,5.4446926,21.334497
981,10.004007,18.918621
982,9.929969,19.013336
983,9.791872,18.931646
984,5.1979356,-18.362852
985,5.5156803,-15.014927
986,-12.24144,-10.763052
987,-18.70141,-7.281918
988,5.547257,-17.81616
989,-16.43698,-7.809638
990,5.3677316,-17.340565
991,3.1073248,-17.10941
992,-8.691146,-10.479786
993,4.8329024,12.59261
994,0.06869302,-11.551194
995,0.9151177,-8.263487
996,5.7327113,-22.452673
997,-12.149111,-6.386392
998,17.17381,8.493366
999,3.6788232,-3.1982844
1000,9.065497,3.2865338
1001,0.9356933,-11.470337
1002,4.1692133,1.7442132
1003,5.627515,14.710607
1004,17.675982,9.158956
1005,1.9207176,-2.0868711
1006,-2.3733063,-1.2099365
1007,-10.782128,1.4086895
1008,6.6350517,15.111702
1009,-0.9023997,2.9320645
1010,4.114902,1.6826425
1011,-10.918645,2.0647068
1012,-2.7319643,-12.25266
1013,-6.371898,-12.449029
1014,-22.610577,3.9457443
